#-----------------------------------------------------------------------
# MASTER COMPILATION OF SPECTROSCOPIC CATALOGS IN THE CDFS 
# v1.0 ALESSANDRO RETTURA (2004)
# v2.0 ITALO BALESTRA (12/2009) [including redshifts from Silverman et al. 2010]
# v3.0 JARON KURK (2012)
# SEND COMMENTS to goods@eso.org
#-----------------------------------------------------------------------
# Last update: 03.08.2012 (P.Rosati)
#
# 1	Survey Serial Number: 0  = FORS2 v3.0 (Vanzella et al. 2008)
#                             1  = VVDS v1.0 (Le Fevre et al. 2005)
#                             2  = X-ray CDFS (Szokoly et al. 2004)
#                             3  = Croom et al. (2001)
#                             4  = Dickinson et al. (2004)
#                             5  = van der Wel et al. (2004)
#                             6  = Bunker et al. (2003)
#                             7  = Stanway et al. (2004a)
#                             8  = LCIRS (Doherty et al. 2005)
#                             10 = Cristiani et al. (2000)
#                             11 = Strolger et al. (2004)
#                             13 = Stanway et al. (2004b)
#                             14 = VIMOS (Popesso et al. 2009; Balestra et al. 2009)
#                             15 = K20 (Mignoli et al. 2005)
#                             16 = IMAGES (Ravikumar et al. 2007)
#                             17 = Silverman et al. (2010)
#                             18 = GMASS (Kurk et al. 2012)
# 2	GOODS ID:    GOODS/ACS + WFI/R extension catalog
# 3	ORIGINAL ID: ID assigned to the matched object in the original survey
# 4	RA:   ALPHA_J2000 of the matched object in ACS/WFI WCS
# 5	DEC: DELTA_J2000 of the matched object in ACS/WFI WCS
# 6	REDSHIFT:  spectroscopic redshift of the matched source
# 7	QUALITY FLAG: Quality flags for redshift determination. 
#      Definition varies for different surveys as follows:
#
#      0,14   ESO-GOODS spectroscopy: 
#		A: secure redshift determination
#		B: likely redshift determination
#		C: tentative redshift determination
#      1   VIMOS VLT Deep Survey (VVDS): Version 1.0 :
#		1: 50% confidence in the redshift
#		2: 75% confidence in the redshift
#		3: 95% confidence in the redshift
#		4: 100% confidence in the redshift
#		9:  Single emission line objects
#      2      Szokoly et al., 2004 :
#		3.0: reliable redshift determination with unambigous X-ray counterpart
#		2.0: reliable redshift determination
#		1.0: detection of some features (typically single narrow EL)
#		0.5: hint of some spectral features
#		0.0: no success
#      3,4,5,6,7,10,11,13:   NO QF provided
#      In Balestra et al. 2010, good/high quality redshifts from different surveys 
#      were selected as "secure+likely" according to the  following bins:
#.....................................SECURE -- LIKELY -- TENTATIVE
#       0,14  = ESO-GOODS..............  A         B           C
#       1     = VVDS................... 4,3        2          1,9
#       2     = Szokoly................  3         2           1
#       8     = Doherty................  3         2           1
#       15,18 = K20,GMASS..............  1         0
#       16    = IMAGES.................  2         1           9                  
#       17    = Silverman..............  2         1
#-----------------------------------------------------------------------
 0    J033201.84-274206.6         J033201.84-274206.6             53.00767500   -27.70182778   3.6030      A
0    J033201.96-274406.5         J033201.96-274406.5             53.00817222   -27.73513750   5.8210      C
0    J033202.99-274301.2         J033202.99-274301.2             53.01245361   -27.71700500   1.4150      C
0    J033203.10-274305.1         J033203.10-274305.1             53.01292083   -27.71808667   1.3690      C
0    J033204.78-274614.6         J033204.78-274614.6             53.01989778   -27.77071028   1.2210      A
0    J033205.26-274300.4         J033205.26-274300.4             53.02191111   -27.71678000   4.8120      A
0    J033205.26-274300.4         J033205.26-274300.4             53.02191111   -27.71678000   4.8040      A
0    J033205.48-274525.3         J033205.48-274525.3             53.02284889   -27.75701528   1.1890      B
0    J033205.67-274253.5         J033205.67-274253.5             53.02364389   -27.71486194   1.2960      A
0    J033205.77-274446.9         J033205.77-274446.9             53.02403444   -27.74636639   1.6080      C
0    J033205.96-274520.5         J033205.96-274520.5             53.02483500   -27.75568389   0.9740      A
0    J033206.41-274554.8         J033206.41-274554.8             53.02671167   -27.76521833   1.3290      A
0    J033206.44-274728.8         J033206.44-274728.8             53.02681750   -27.79132306   1.0220      A
0    J033206.53-274259.1         J033206.53-274259.1             53.02718917   -27.71642806   3.6050      C
0    J033206.81-274524.3         J033206.81-274524.3             53.02838389   -27.75676306   1.3740      B
0    J033209.21-274622.1         J033209.21-274622.1             53.03838694   -27.77281583   1.1060      B
0    J033209.38-274812.2         J033209.38-274812.2             53.03908833   -27.80339556   0.2310      B
0    J033209.41-274135.0         J033209.41-274135.0             53.03922694   -27.69305750   0.7340      A
0    J033209.46-274335.8         J033209.46-274335.8             53.03940833   -27.72662444   1.0230      A
0    J033209.46-274335.8         J033209.46-274335.8             53.03940833   -27.72662444   1.0230      B
0    J033209.71-274248.1         J033209.71-274248.1             53.04043778   -27.71336333   0.7350      A
0    J033210.03-274132.7         J033210.03-274132.7             53.04178056   -27.69240333   4.8110      A
0    J033210.08-274610.9         J033210.08-274610.9             53.04200778   -27.76969139   1.2210      A
0    J033210.12-274333.3         J033210.12-274333.3             53.04217500   -27.72592583   1.0230      A
0    J033210.16-274334.3         J033210.16-274334.3             53.04232944   -27.72620806   1.0200      A
0    J033210.22-274358.9         J033210.22-274358.9             53.04256806   -27.73302500   1.0580      A
0    J033210.70-274346.9         J033210.70-274346.9             53.04457500   -27.72970667   1.3270      A
0    J033210.73-274819.4         J033210.73-274819.4             53.04472194   -27.80538528   1.3960      C
0    J033210.78-274859.3         J033210.78-274859.3             53.04489889   -27.81647361   1.3800      A
0    J033210.79-274257.8         J033210.79-274257.8             53.04497194   -27.71605083   0.7390      A
